user_position_id,position_name
212,상무이사
213,이사
214,본부장
215,부본부장
216,실장
217,팀장
218,부장
219,차장
220,과장
221,대리
222,주임
223,사원
224,인턴
225,개발자
226,대표이사
227,전무이사
228,상무이사
229,이사
230,본부장
231,부본부장
232,실장
233,팀장
234,부장
235,차장
236,과장
237,대리
238,주임
239,사원
240,인턴
241,개발자
242,대표이사
243,전무이사
244,상무이사
245,이사
246,본부장
247,부본부장
248,실장
249,팀장
250,부장
251,차장
252,과장
253,대리
254,주임
255,사원
256,인턴
257,개발자
258,대표이사
259,전무이사
260,상무이사
261,이사
262,본부장
263,부본부장
264,실장
265,팀장
266,부장
267,차장
268,과장
269,대리
270,주임
271,사원
272,인턴
273,개발자
274,대표이사
275,전무이사
276,상무이사
277,이사
278,본부장
279,부본부장
280,실장
281,팀장
282,부장
283,차장
284,과장
285,대리
286,주임
287,사원
288,인턴
289,개발자
290,대표이사
291,전무이사
292,상무이사
293,이사
294,본부장
295,부본부장
296,실장
297,팀장
298,부장
299,차장
300,과장
301,대리
302,주임
303,사원
304,인턴
305,개발자
306,대표이사
307,전무이사
308,상무이사
309,이사
310,본부장
311,부본부장
312,실장
313,팀장
314,부장
315,차장
316,과장
317,대리
318,주임
319,사원
320,인턴
321,개발자
322,대표이사
323,전무이사
324,상무이사
325,이사
326,본부장
327,부본부장
328,실장
329,팀장
330,부장
331,차장
332,과장
333,대리
334,주임
335,사원
336,인턴
337,개발자
338,대표이사
339,전무이사
340,상무이사
341,이사
342,본부장
343,부본부장
344,실장
345,팀장
346,부장
347,차장
348,과장
349,대리
350,주임
351,사원
352,인턴
353,개발자
354,대표이사
355,전무이사
356,상무이사
357,이사
358,본부장
359,부본부장
360,실장
361,팀장
362,부장
363,차장
364,과장
365,대리
366,주임
367,사원
368,인턴
369,개발자
370,대표이사
371,전무이사
372,상무이사
373,이사
374,본부장
375,부본부장
376,실장
377,팀장
378,부장
379,차장
380,과장
381,대리
382,주임
383,사원
384,인턴
385,개발자
386,대표이사
387,전무이사
388,상무이사
389,이사
390,본부장
391,부본부장
392,실장
393,팀장
394,부장
395,차장
396,과장
397,대리
398,주임
399,사원
400,인턴
401,개발자
402,대표이사
403,전무이사
404,상무이사
405,이사
406,본부장
407,부본부장
408,실장
409,팀장
410,부장
411,차장
412,과장
413,대리
414,주임
415,사원
416,인턴
417,개발자
418,대표이사
419,전무이사
420,상무이사
421,이사
422,본부장
423,부본부장
424,실장
425,팀장
426,부장
427,차장
428,과장
429,대리
430,주임
431,사원
432,인턴
433,개발자
434,대표이사
435,전무이사
436,상무이사
437,이사
438,본부장
439,부본부장
440,실장
441,팀장
442,부장
443,차장
444,과장
445,대리
446,주임
447,사원
448,인턴
449,개발자
450,대표이사
451,전무이사
452,상무이사
453,이사
454,본부장
455,부본부장
456,실장
457,팀장
458,부장
459,차장
460,과장
461,대리
462,주임
463,사원
464,인턴
465,개발자
466,대표이사
467,전무이사
468,상무이사
469,이사
470,본부장
471,부본부장
472,실장
473,팀장
474,부장
475,차장
476,과장
477,대리
478,주임
479,사원
480,인턴
481,개발자
482,대표이사
483,전무이사
484,상무이사
485,이사
486,본부장
487,부본부장
488,실장
489,팀장
490,부장
491,차장
492,과장
493,대리
494,주임
495,사원
496,인턴
497,개발자
498,대표이사
499,전무이사
500,상무이사
501,이사
502,본부장
503,부본부장
504,실장
505,팀장
506,부장
507,차장
508,과장
509,대리
510,주임
511,사원
512,인턴
513,개발자
514,대표이사
515,전무이사
516,상무이사
517,이사
518,본부장
519,부본부장
520,실장
521,팀장
522,부장
523,차장
524,과장
525,대리
526,주임
527,사원
528,인턴
529,개발자
530,대표이사
531,전무이사
532,상무이사
533,이사
534,본부장
535,부본부장
536,실장
537,팀장
538,부장
539,차장
540,과장
541,대리
542,주임
543,사원
544,인턴
545,개발자
546,대표이사
547,전무이사
548,상무이사
549,이사
550,본부장
551,부본부장
552,실장
553,팀장
554,부장
555,차장
556,과장
557,대리
558,주임
559,사원
560,인턴
561,개발자
562,대표이사
563,전무이사
564,상무이사
565,이사
566,본부장
567,부본부장
568,실장
569,팀장
570,부장
571,차장
572,과장
573,대리
574,주임
575,사원
576,인턴
577,개발자
578,대표이사
579,전무이사
580,상무이사
581,이사
582,본부장
583,부본부장
584,실장
585,팀장
586,부장
587,차장
588,과장
589,대리
590,주임
591,사원
592,인턴
593,개발자
594,대표이사
595,전무이사
596,상무이사
597,이사
598,본부장
599,부본부장
600,실장
601,팀장
602,부장
603,차장
604,과장
605,대리
606,주임
607,사원
608,인턴
609,개발자
610,대표이사
611,전무이사
612,상무이사
613,이사
614,본부장
615,부본부장
616,실장
617,팀장
618,부장
619,차장
620,과장
621,대리
622,주임
623,사원
624,인턴
625,개발자
626,대표이사
627,전무이사
628,상무이사
629,이사
630,본부장
631,부본부장
632,실장
633,팀장
634,부장
635,차장
636,과장
637,대리
638,주임
639,사원
640,인턴
641,개발자
642,대표이사
643,전무이사
644,상무이사
645,이사
646,본부장
647,부본부장
648,실장
649,팀장
650,부장
651,차장
652,과장
653,대리
654,주임
655,사원
656,인턴
657,개발자
658,대표이사
659,전무이사
660,상무이사
661,이사
662,본부장
663,부본부장
664,실장
665,팀장
666,부장
667,차장
668,과장
669,대리
670,주임
671,사원
672,인턴
673,개발자
674,대표이사
675,전무이사
676,상무이사
677,이사
678,본부장
679,부본부장
680,실장
681,팀장
682,부장
683,차장
684,과장
685,대리
686,주임
687,사원
688,인턴
689,개발자
690,대표이사
691,전무이사
692,상무이사
693,이사
694,본부장
695,부본부장
696,실장
697,팀장
698,부장
699,차장
700,과장
701,대리
702,주임
703,사원
704,인턴
705,개발자
706,대표이사
707,전무이사
708,상무이사
709,이사
710,본부장
711,부본부장
712,실장
713,팀장
714,부장
715,차장
716,과장
717,대리
718,주임
719,사원
720,인턴
721,개발자
722,대표이사
723,전무이사
724,상무이사
725,이사
726,본부장
727,부본부장
728,실장
729,팀장
730,부장
731,차장
732,과장
733,대리
734,주임
735,사원
736,인턴
737,개발자
738,대표이사
739,전무이사
740,상무이사
741,이사
742,본부장
743,부본부장
744,실장
745,팀장
746,부장
747,차장
748,과장
749,대리
750,주임
751,사원
752,인턴
753,개발자
754,대표이사
755,전무이사
756,상무이사
757,이사
758,본부장
759,부본부장
760,실장
761,팀장
762,부장
763,차장
764,과장
765,대리
766,주임
767,사원
768,인턴
769,개발자
770,대표이사
771,전무이사
772,상무이사
773,이사
774,본부장
775,부본부장
776,실장
777,팀장
778,부장
779,차장
780,과장
781,대리
782,주임
783,사원
784,인턴
785,개발자
786,대표이사
787,전무이사
788,상무이사
789,이사
790,본부장
791,부본부장
792,실장
793,팀장
794,부장
795,차장
796,과장
797,대리
798,주임
799,사원
800,인턴
801,개발자
802,대표이사
803,전무이사
804,상무이사
805,이사
806,본부장
807,부본부장
808,실장
809,팀장
810,부장
811,차장
812,과장
813,대리
814,주임
815,사원
816,인턴
817,개발자
818,대표이사
819,전무이사
820,상무이사
821,이사
822,본부장
823,부본부장
824,실장
825,팀장
826,부장
827,차장
828,과장
829,대리
830,주임
831,사원
832,인턴
833,개발자
834,대표이사
835,전무이사
836,상무이사
837,이사
838,본부장
839,부본부장
840,실장
841,팀장
842,부장
843,차장
844,과장
845,대리
846,주임
847,사원
848,인턴
849,개발자
850,대표이사
851,전무이사
852,상무이사
853,이사
854,본부장
855,부본부장
856,실장
857,팀장
858,부장
859,차장
860,과장
861,대리
862,주임
863,사원
864,인턴
865,개발자
866,대표이사
867,전무이사
868,상무이사
869,이사
870,본부장
871,부본부장
872,실장
873,팀장
874,부장
875,차장
876,과장
877,대리
878,주임
879,사원
880,인턴
881,개발자
882,대표이사
883,전무이사
884,상무이사
885,이사
886,본부장
887,부본부장
888,실장
889,팀장
890,부장
891,차장
892,과장
893,대리
894,주임
895,사원
896,인턴
897,개발자
898,대표이사
899,전무이사
900,상무이사
901,이사
902,본부장
903,부본부장
904,실장
905,팀장
906,부장
907,차장
908,과장
909,대리
910,주임
911,사원
912,인턴
913,개발자
914,대표이사
915,전무이사
916,상무이사
917,이사
918,본부장
919,부본부장
920,실장
921,팀장
922,부장
923,차장
924,과장
925,대리
926,주임
927,사원
928,인턴
929,개발자
930,대표이사
931,전무이사
932,상무이사
933,이사
934,본부장
935,부본부장
936,실장
937,팀장
938,부장
939,차장
940,과장
941,대리
942,주임
943,사원
944,인턴
945,개발자
946,대표이사
947,전무이사
948,상무이사
949,이사
950,본부장
951,부본부장
952,실장
953,팀장
954,부장
955,차장
956,과장
957,대리
958,주임
959,사원
960,인턴
961,개발자
962,대표이사
963,전무이사
964,상무이사
965,이사
966,본부장
967,부본부장
968,실장
969,팀장
970,부장
971,차장
972,과장
973,대리
974,주임
975,사원
976,인턴
977,개발자
978,대표이사
979,전무이사
980,상무이사
981,이사
982,본부장
983,부본부장
984,실장
985,팀장
986,부장
987,차장
988,과장
989,대리
990,주임
991,사원
992,인턴
993,개발자
994,대표이사
995,전무이사
996,상무이사
997,이사
998,본부장
999,부본부장
1000,실장
1001,팀장
1002,부장
1003,차장
1004,과장
1005,대리
1006,주임
1007,사원
1008,인턴
1009,개발자
1010,대표이사
1011,전무이사
1012,상무이사
1013,이사
1014,본부장
1015,부본부장
1016,실장
1017,팀장
1018,부장
1019,차장
1020,과장
1021,대리
1022,주임
1023,사원
1024,인턴
